account_id,account_name,industry,country,employees,arr,created_at,churned
528a524c-1e08-c1b6-647a-35f613f628f5,Perry and Sons,Manufacturing,US,52,332545.53,2022-12-02,false
1beeaa4a-c601-02e0-647b-15815609f326,"Rogers, Diaz and Rivera",Logistics,FI,148,135860.85,2026-01-01,false
c57d14e5-8788-c411-4eaf-3c4f4d8f1c0f,"Aguirre, Pineda and King",Software,FI,8,85178.25,2024-06-04,true
2f8f4ecb-4e18-ad57-95c7-8e9efd1b80df,Thomas Ltd,Manufacturing,PL,251,21128.09,2023-05-22,true
36f2eeb0-299e-5bfe-d471-c85bcb3137f5,Fox and Sons,Manufacturing,NL,59,57894.15,2025-02-23,false
a29360ad-21ab-dd35-9854-8d2c906ddcbc,Horn Inc,Retail,FR,172,61843.86,2023-04-03,false
21daef3a-51e8-ad6d-3022-75b4989d24a7,Cannon-Dougherty,Healthcare,NO,95,25834.31,2022-04-15,false
194b2fee-5b60-4431-083b-6109cea18292,"Perkins, Wright and Graham",Energy,FR,22,90946.26,2021-10-18,false
e7980254-1645-a25a-7c32-d589f6e6dfa8,Lee LLC,Finance,IT,55,25106.07,2024-06-18,false
af025047-ca1a-9922-d620-826f63bcd69e,Hernandez-Lynn,Retail,GB,50,30179.44,2021-07-05,false
db27a033-aa43-05fd-c373-30459221aa79,Jackson and Sons,Education,PL,125,104144.50,2024-06-03,false
891fac37-edc4-b1e1-98a5-9d3a5f54a8c7,Yoder-Smith,Retail,IT,35,41270.21,2025-11-09,false
68286b37-a661-1db4-e3ca-11dfadc9ed66,Long LLC,Energy,ES,15,60146.18,2026-03-11,false
a64c8985-f9f7-6a0c-1482-53a9c82f62d6,Williams Inc,Retail,US,261,200277.18,2025-04-17,false
450221b8-7872-68eb-7e3b-a4e1a23096b8,Christian-Fisher,Healthcare,ES,89,10568.02,2024-05-08,false
f4a2e25e-565a-741d-4b19-a9f56ae169f2,Ruiz Ltd,Education,IT,139,63045.85,2022-01-30,false
4cc88a7c-eb1e-146f-7393-f79b1544c6b9,"Vasquez, Yates and Franklin",Education,NO,38,297940.61,2024-06-13,false
c44b4344-04d4-2bfa-28d0-cb42c9b88c9a,Howe LLC,Software,ES,62,24619.89,2022-06-11,false
0dbab0e7-397c-f2c9-dd43-0ca2cece2665,Wong LLC,Finance,IT,89,46209.00,2023-02-25,false
5b71d087-cbeb-b8f1-f55a-df6cc110efc4,Avila Inc,Software,UA,72,82308.42,2023-04-19,false
2360a133-4c3b-eabe-5df6-94238f0d4c66,"Gonzalez, White and Williams",Finance,GB,17,75683.40,2024-12-29,false
1678896a-eda2-e3d8-7bbc-9d4eaff542ef,Moyer Inc,Education,FI,82,5822.75,2025-04-03,false
ee3156d7-197b-e98b-7a25-2a084c52c1cf,Carter PLC,Retail,US,67,54371.02,2025-08-27,true
5ecc231d-37be-4447-c9a0-a7947c69ffcc,"Wall, Chambers and Brooks",Healthcare,FR,19,45012.93,2022-03-24,false
23f36ccd-697a-c018-3356-023996aff102,Lynch Inc,Finance,FR,77,151322.54,2024-04-07,false
0b8d8a63-72da-a6cf-95cb-c90d04072de1,"Hernandez, Harris and Rodriguez",Logistics,UA,144,37864.87,2025-01-15,false
a0010d3c-6fc6-4b4e-484e-b7bf590cf676,"Fitzgerald, Hunt and Chandler",Software,NL,36,456636.21,2021-05-24,false
9cdbaa42-24ad-553c-12de-dd6144b1d826,Valentine Inc,Software,FI,44,253935.67,2024-06-15,false
dc6f6ff9-4c13-c95e-82de-9343b874f271,Hensley and Sons,Retail,UA,677,330763.63,2022-10-13,false
dd80601b-f598-5df9-2bb8-d6c516dee891,"Wells, Garcia and Williams",Healthcare,NO,137,128700.16,2025-06-16,false
496cf213-ffbe-9622-3151-ef3152ee3068,"Potter, Smith and Pugh",Manufacturing,US,19,118606.20,2021-12-03,false
ae5f8718-915d-c8d1-7a40-dd2e736bba3d,Perkins Group,Logistics,NL,84,76504.56,2023-09-14,false
b5459a1b-2ce6-6d2e-b083-c9b684a9de0a,Richard-Peterson,Finance,DE,393,6836.80,2024-12-31,false
1f42ca4f-b77e-0ceb-21a7-f74aae063214,Hernandez Group,Logistics,DE,96,22295.88,2026-02-10,false
8e201abc-645f-6711-75d2-e49353980519,Vasquez-Estrada,Manufacturing,IT,1339,44985.07,2024-12-10,false
d8958491-9629-292e-91b7-93fb03abc500,James-Moore,Software,PL,156,44083.50,2025-06-29,false
04b9845b-a65f-6a09-f75b-5a4dcb211302,Jones Inc,Manufacturing,FR,63,199065.17,2025-03-12,false
aeb38ed4-33cb-3e33-52d6-464a199b88e2,Jones-Curtis,Healthcare,ES,222,51170.19,2022-06-04,false
6b4e985a-e68f-79db-2008-af87a9e4b4f8,Taylor PLC,Healthcare,FR,70,112867.71,2024-12-24,false
a59f8e38-1ca7-5716-8926-fe50e2d7afbe,Ross-Newman,Healthcare,FI,134,178278.46,2022-10-23,false
4f0f1367-2d8f-c653-ee89-9dbb27b90677,Turner-Andrews,Manufacturing,GB,130,178090.79,2025-12-18,false
48322f9f-59f0-c5be-b150-5eea8504979f,Austin and Sons,Energy,NO,208,18953.23,2026-02-06,true
53942cda-56fd-1084-2ffa-83d49444a2de,Hartman-Rocha,Retail,US,80,36555.05,2021-07-12,false
693d4c78-14b6-e45c-b0f6-02a9662ba19a,"Simpson, Carlson and Ramirez",Finance,FI,90,39416.83,2026-04-02,false
8beea1ba-5554-7518-75f9-8ba598b03739,"Burnett, Grant and Green",Manufacturing,DE,194,3314.36,2025-01-02,false
740daafe-3987-0216-4909-2b61306e853b,Swanson-Johnson,Software,SE,34,12953.56,2024-03-01,false
76d1d916-4623-4fcc-207b-b06100e09af9,"Sutton, Diaz and Hill",Manufacturing,NL,90,11964.58,2022-12-31,false
b0aef63f-5e64-880f-30e2-fa71740c69c1,Wilkinson-Wilson,Energy,SE,35,887222.17,2025-07-06,false
88eacfab-4888-7da8-5c76-685916621a93,"Thompson, Taylor and Garcia",Software,FI,117,172301.20,2021-07-12,false
d9e6d21a-6e92-0c57-4554-680a2a59524f,Hanson-Coleman,Manufacturing,FI,24,17818.24,2024-10-26,true
27f5c064-cfd9-6134-0fb0-85417901a18c,Montgomery Inc,Healthcare,US,196,30552.73,2023-11-12,false
16ad1fbd-ce62-a79d-6823-97b336534af8,Anderson-Myers,Education,US,78,235331.09,2025-06-09,false
e0726acd-48c5-ee9c-30b3-b1cc59d23015,Craig Inc,Software,DE,213,107010.62,2024-12-10,false
e47e066d-3736-883c-9a4e-436a4ee54ca5,Miller-Bradford,Healthcare,PL,70,12312.80,2023-04-29,false
269147ec-e92b-31d9-f704-d05c47041193,Ramos-Ayala,Logistics,UA,79,138553.84,2023-11-22,false
e091e4fe-4f5d-f279-5ae7-f4b0fd7514fe,Thomas-Miller,Retail,FI,58,32336.84,2021-11-03,false
721cef58-d306-ea8f-e638-03fd1ba18045,Obrien-Wilson,Education,NL,34,21005.58,2023-01-16,false
c5952f1f-53d3-8bef-427c-3ab264a3c147,Sanders-Spence,Energy,PL,150,118496.98,2023-05-23,true
5d4c7570-ef25-4b9b-ec53-5f3d3b93068f,Sanchez-Hill,Retail,GB,433,54686.03,2023-04-03,false
bcf71581-8e8b-b1b0-d894-14448d17ca03,Woods Ltd,Manufacturing,NL,25,67454.77,2022-12-07,false
25ffbbd8-926b-5d9b-bd38-92e2439c12fd,Hunt-Cannon,Retail,FI,211,22744.63,2022-01-22,false
0ff547a8-04d6-46e7-96e6-ac87f60f6787,Smith-Johnson,Software,PL,57,98480.68,2025-08-10,false
58237fc6-0752-9043-596a-93f2e5859408,"Serrano, Johnson and Sweeney",Manufacturing,PL,616,2156283.27,2024-10-22,true
91f003cc-ffb0-438a-9373-a814451c336d,"Scott, Solis and Mercado",Retail,FI,26,42599.77,2026-01-25,false
428d9dbe-91dc-6f9f-7d8e-20bb506a43db,"Morris, James and Hutchinson",Finance,NL,33,10679.11,2023-08-15,false
ed69bb1e-d90f-ace9-3049-91dc706568b2,"Torres, Williams and Johnson",Healthcare,PL,287,101707.61,2025-07-30,false
82b6241d-53e2-be93-3dd3-3a3c3a1e7d20,"Rodriguez, Brown and Padilla",Software,FR,194,106587.66,2026-03-10,false
08e077df-615b-59ae-ae6d-aa0c01b5c533,Smith-Coleman,Finance,NL,10,1834.44,2025-02-16,false
ce890028-2dfe-7ec1-5544-cbe240909c92,"Carey, Smith and Walker",Retail,IT,132,460309.71,2023-12-21,false
d5bebed1-df22-062d-ba7b-43f75b1e239e,"Jenkins, Lamb and Adams",Manufacturing,US,109,314155.64,2023-01-06,false
79f247c3-122c-c1f6-0851-5d3c63f39c27,Williams PLC,Finance,FR,173,52710.95,2022-02-24,false
4e51dc92-f7e3-c8eb-813a-4b168c9652d5,"Patterson, Boone and Harris",Energy,US,23,273452.66,2021-11-11,false
0794ea61-5ff0-0950-c18c-a5c57c08af23,Garrison Ltd,Software,NL,26,38788.40,2022-06-24,false
40f09f24-9748-c659-2c0c-6533b8f4c496,Spence-Moore,Manufacturing,SE,34,48826.42,2023-07-21,false
f678ce03-6230-6b3b-4653-856b75b84314,Green Inc,Retail,IT,76,1691313.56,2025-03-06,false
002de9b6-d738-3236-d949-6b8be68075cc,Hicks-Robertson,Manufacturing,NL,28,12955.49,2025-09-13,false
8c751790-f0ce-a18a-a561-5202f02e138e,"Kim, Glover and Bowman",Healthcare,PL,156,50619.51,2023-01-26,false
8f9e6a1d-b2d2-21b0-5ae0-7357d0dc0f03,Kane-Myers,Logistics,NL,219,11514.34,2023-01-22,false
2e010e9f-4a69-70fd-f0cb-2df6a99b52d3,Rodriguez-Andersen,Retail,PL,39,21256.38,2022-04-03,false
293cbb37-216e-c446-f4a6-9c1a8f941c9b,"Davis, Escobar and Graham",Logistics,FI,67,38656.29,2021-05-19,false
374870be-479a-fd32-7554-6afd4d1fc7db,"Huffman, Boyle and Martinez",Healthcare,ES,65,301529.21,2024-05-04,false
52c7d73b-a7db-9ef7-2bff-c086ed694c6f,Perry and Sons,Logistics,ES,95,292670.00,2021-08-13,false
a93a39c7-63b9-1df6-f6a8-bff25a5dab8d,Li-Harris,Education,GB,65,142857.45,2022-11-23,false
c9d0b225-4e90-0a8f-13c1-40e403e04756,"Haley, Ramsey and Diaz",Software,GB,132,24319.15,2024-12-29,false
2290192b-a2b4-730d-2489-aa476ac0fce0,"Miles, Sanchez and Schmitt",Logistics,NO,20,91664.92,2026-04-02,false
74f28a62-fd45-383c-89ca-a5a2cef31b6b,Boyd-Scott,Manufacturing,PL,42,74595.47,2025-10-05,false
7b85af54-55b0-fe2b-3e27-939de027d4ee,"Mendoza, Sutton and Oliver",Education,ES,14,172475.56,2024-11-18,false
24e2be42-e10c-caf6-cd97-868ef6ca7fbf,"Simpson, Ross and Harper",Education,NO,290,69333.74,2021-12-14,true
2eae8290-563a-259f-0689-9b80b03fb9aa,Watson-Johnson,Energy,FR,113,125941.21,2025-03-05,false
13bea558-1f6e-11aa-6369-9a6404297fb7,Anderson-Mason,Energy,GB,209,33411.34,2022-05-01,true
281598dd-f459-48e4-55e2-fc4ee738e716,Webb Group,Energy,US,19,171453.17,2021-10-22,false
3c258503-9f61-6239-ab06-391b8da568dc,Grant Group,Energy,IT,12,421949.37,2024-01-29,false
18ba2fce-b0b1-f284-e3b1-50e25c942570,Vega-Diaz,Education,FR,131,186634.65,2025-08-31,false
2aa1a555-ac96-1044-e72b-4c14197dd385,"Bonilla, Rios and Hart",Energy,FR,74,711520.89,2025-10-05,false
a93f83aa-f12b-1ce1-6503-5a60c586eec0,Jacobson-Robinson,Manufacturing,PL,305,92440.73,2024-08-07,false
6871f390-f1d2-6f86-9e7e-8c00e9a4f801,Watts Ltd,Education,UA,9,45126.42,2022-10-06,false
d05515ac-3046-eba4-3957-e7b37bad8116,Rowe-Randolph,Energy,US,665,28941.70,2023-11-17,false
94e3b0e6-bec2-533c-4f6c-c78f24819854,"Rhodes, Anderson and Stone",Logistics,FR,966,86826.65,2021-08-11,false
8650176e-5ccd-9ab8-a7c8-00e33c020e6a,Gardner LLC,Finance,PL,33,16447.45,2026-04-11,false
bc34ada4-41d3-e062-bec9-07fe7910bf58,"Lee, Turner and Robertson",Healthcare,FI,41,57233.55,2024-12-14,true
d54497eb-340d-8efb-a7ee-5ca2bee51f7f,Murray-Dixon,Retail,PL,91,9126.27,2024-11-30,false
cdb3d853-f895-35d6-5ac1-edd0c1e8b6b9,Stanton Group,Healthcare,PL,219,163988.94,2025-08-11,false
cbc2b869-df01-67d2-da4d-825c58a1229c,Beck Group,Logistics,SE,36,351601.13,2021-06-27,false
11a71e10-3b98-3729-51da-e12e4924b0f4,Williams PLC,Manufacturing,IT,84,228716.21,2025-04-08,false
d1ad435c-62e1-4c9c-ce75-a3cd4d258b73,Daniels Inc,Energy,US,27,23987.39,2024-04-07,false
ba0bacf4-fe88-b162-a000-7af5f240f86b,"Herrera, Heath and Rios",Retail,FR,32,221804.37,2024-11-12,true
07990841-e1c0-ae82-9500-f17cfc595a24,"Fisher, Graves and Mcclain",Software,GB,30,452849.94,2023-09-22,false
33025cff-4c3d-095c-009d-be5470269f35,Hebert and Sons,Software,PL,103,70956.56,2022-08-17,false
98c087c3-30b1-1f60-eb7d-4ab1af6a1785,Bishop-Garcia,Software,IT,162,13332.34,2025-11-23,false
16366672-d5e0-f1e6-e1d5-16d411d95d30,Mcpherson Ltd,Finance,FI,36,188990.23,2024-11-30,false
43b48c2b-e6ba-90b5-4288-de2cde56c95c,"Phillips, Lyons and Rivera",Education,UA,34,774359.55,2026-05-09,false
3eb79c86-93d6-923c-511b-e1dd654819c3,"Anderson, Wright and Morton",Education,SE,86,112385.19,2023-02-13,false
80e64bc2-2082-e224-9d8a-f1fa603e29c0,"Woods, Peterson and Bernard",Energy,DE,303,23198.90,2022-04-13,true
1713ee85-7837-07f9-354f-0e8e73442a71,Taylor Inc,Healthcare,ES,31,79651.33,2024-08-04,false
8e5fefd1-5eb4-530f-2d0a-e504d10b26e1,Carter-Price,Manufacturing,GB,135,149990.38,2023-04-11,false
9105713a-3150-d80e-f9e8-058a91063050,"Dawson, Smith and Adams",Finance,FR,103,192367.53,2022-05-12,false
71e6d107-1931-f661-6237-1087ea182ea5,Ruiz Group,Finance,ES,17,29010.62,2024-04-30,false
ff1fa1d8-3248-ad51-0a08-e1ca43f9648d,Rogers-Sullivan,Software,IT,92,25717.06,2022-10-28,false
d03387d7-f213-de74-9bab-8cb6e1540c88,Grant Ltd,Finance,IT,12,180509.03,2025-07-22,false
32c76a77-4dcd-79a3-51c6-87169dfe7972,"Gamble, Rhodes and Hall",Software,UA,102,102703.56,2024-05-01,false
9fe8286b-bf0e-e325-ddd9-4c620584ef7c,"Ryan, Jones and Short",Manufacturing,NO,419,17015.83,2025-03-03,false
c1118969-ae5f-887b-525e-13d974bc22c7,"Dawson, Marquez and Smith",Energy,FI,61,16356.22,2026-03-29,false
52a576aa-5e90-409b-1b61-69e2400191a9,Turner-Sosa,Education,FR,168,40601.37,2022-09-01,false
bc8b5d13-c156-3728-4916-b869459a2f6f,Reid-Davies,Energy,US,78,25215.98,2022-12-24,false
0b72097d-02b3-cdac-8897-77bab585fe88,"Wright, Nguyen and Hunt",Logistics,SE,131,76180.10,2026-01-07,false
4b84a0bf-4831-4887-e137-9fed904b0858,Huff LLC,Logistics,NL,70,17568.47,2021-05-15,false
2a9397fd-7979-ef3d-1c3c-11627611d5d5,"Hernandez, Castro and Lozano",Manufacturing,GB,207,796206.25,2022-11-25,false
a2845920-770b-b07d-398b-2bb935207611,"York, Smith and Sanchez",Finance,FI,200,56986.57,2024-03-08,false
2fe942e0-f637-b5f0-339a-5ed6e30d45c8,Rivera PLC,Healthcare,NL,99,20939.62,2023-09-28,false
f083dec3-8a5c-347f-ec31-27c50e057110,Calderon-Gray,Software,SE,23,40934.74,2026-04-28,false
cfeb13f0-2d2e-d1f7-5f1d-b5cae12bfc12,Jones Group,Finance,US,439,212368.85,2022-10-07,false
2d9658fe-dec6-b30d-23e9-ffd02e9135e3,"Gibson, Thomas and French",Retail,SE,154,20291.85,2024-03-29,false
926edc44-2d3b-8a12-f6b3-eb737059f38c,Rubio Ltd,Energy,ES,1523,114549.12,2025-11-23,false
c0a9aacf-1cce-16a3-b421-c1711c2b02c9,Jones and Sons,Retail,PL,117,38801.90,2023-04-30,false
72337c93-4294-8765-e3cc-ac89aaea2fe8,Nixon-Sanchez,Manufacturing,NO,27,103027.45,2022-12-06,false
27c29284-eb61-e489-5111-d7a604114cf8,Gregory-Phillips,Finance,PL,156,166000.16,2026-01-23,false
868847b0-4cec-3e48-b0c4-ff93896ce356,Ramsey LLC,Education,ES,220,192969.55,2022-12-16,false
97d45f50-21aa-95b9-fd02-f73c45eea38a,"Perry, Cooper and Barrett",Finance,NL,326,23557.74,2021-12-14,false
654eab3c-9030-e8ea-426d-442425e04f97,Davis-Chavez,Logistics,FI,193,92902.73,2025-10-17,true
3e73d045-d568-2fd9-3a65-04df9de03b48,Perry Group,Retail,US,59,41109.04,2024-06-23,false
647f2fa1-054f-4fec-3bd8-39d08a8f1c4b,"Fisher, Walker and Bush",Software,DE,60,39298.30,2025-03-31,false
7d44e98f-fbba-cb7c-a001-cab7e286849f,Browning Group,Education,SE,88,100973.56,2022-02-18,false
7468446b-0177-e079-4ad3-665bb12025a8,"Ferguson, Williams and Lee",Manufacturing,DE,22,21077.12,2024-05-18,false
cc7e7e51-7a08-f906-2597-970a45258889,Watson Ltd,Logistics,IT,812,89257.12,2025-07-05,false
894d7de9-465a-11af-2bed-ac5571d99236,Hernandez Inc,Healthcare,PL,41,104613.14,2021-07-28,false
c284ddb6-eb16-2595-6225-6fcd0c664297,Macias-Higgins,Logistics,NO,76,410772.02,2024-07-14,true
2f0d6b6d-f904-4bdc-1773-088055f33a45,"Gross, Roth and Wright",Education,ES,12,62177.67,2022-12-10,false
cf4e959b-9370-0746-2ba7-8204823f2d37,Kramer-Holmes,Logistics,UA,194,50165.47,2023-07-05,false
8bcb870b-5db7-17c5-5ca0-478f7d044688,Wheeler and Sons,Education,SE,45,60454.36,2023-08-15,false
5c67d265-7138-b787-7f2b-95e948c083ce,"Clark, West and Kane",Manufacturing,ES,93,124900.90,2024-04-08,false
2d8465bb-6082-5f6f-6a20-17eec5a93bfc,Murillo Ltd,Healthcare,SE,47,50169.96,2021-06-08,false
3d97c0d1-5cbd-ff39-64b0-45fecc7f62aa,Gordon-Walton,Logistics,FR,16,17445.89,2023-01-22,false
4e7f44a6-28fb-2d9d-a86a-d3d00dabe798,"Scott, Callahan and Alvarez",Logistics,FI,49,265627.18,2022-02-01,false
8e3c77bd-3dd5-5edf-fb21-7d9e9e25dbc6,Alvarez and Sons,Logistics,GB,78,17938.93,2023-03-10,true
d369e47c-9c95-d9e6-8000-2f4b320b7e7d,"Garrison, Herring and Murray",Healthcare,FI,268,6924.28,2026-03-06,false
7c3b9959-08ca-ee02-709e-e7a0523fece1,Ramsey-Mitchell,Healthcare,GB,34,96039.71,2024-05-06,false
6bdcc6ac-56da-9176-11a0-08f65bbb2265,"Davis, Roach and Brown",Finance,NL,27,54751.68,2023-01-18,false
b8f08bfc-54d5-2103-dd6e-2e4954437902,"Patel, Sherman and Martinez",Finance,PL,33,19340.97,2022-01-08,false
f629bb62-33f4-bf80-6000-54e9de73978a,Garcia-Sims,Healthcare,NO,169,48070.47,2024-10-31,false
eb1562f5-19f2-0f71-4d99-d91397bc53a7,Garza Ltd,Healthcare,PL,429,28310.15,2021-10-09,false
b631293c-9d00-be2c-469f-d1b5950c9562,Jordan Group,Finance,IT,24,160838.21,2023-09-13,false
f818e267-0901-e0b2-12f7-58237b3a462d,Singleton-Casey,Manufacturing,UA,272,281320.80,2025-04-01,false
b4e70391-0518-c11b-0f72-7b32c463d928,Ortega Inc,Logistics,SE,48,130526.85,2024-08-06,false
305302e9-96aa-689a-65cd-3b84e286b6c3,Rivera LLC,Education,NO,95,100751.47,2022-12-27,false
4d646e10-8ebe-7737-97a8-e9d72cfa0c2c,Blevins PLC,Software,GB,42,23393.86,2022-05-08,false
a5fcecb0-53cf-4880-e261-78197ccba8b6,Jacobs LLC,Manufacturing,US,91,117672.02,2022-05-12,true
64136192-9b06-c630-e006-1b773df2abf0,Diaz PLC,Manufacturing,SE,134,56905.26,2024-07-09,false
a3cff0e8-800d-b6cd-d8d2-34a6e2806e0e,Gross-Carroll,Retail,ES,29,13871.35,2023-01-07,false
35e590b3-5053-cc3e-996b-0218e3c2d993,"Stevens, Herring and Faulkner",Retail,PL,21,58947.61,2025-11-19,false
f1bfcb1f-7975-2590-81eb-eb38bc92e0f4,"Bright, Willis and Gonzalez",Manufacturing,FI,362,15499.03,2022-09-17,true
1d16a372-b658-4e8b-8984-84a30cad9a9b,"Allen, Thompson and Reed",Logistics,NO,173,9036.11,2021-11-19,false
258c24f1-7250-6825-06a4-cccddb8e7829,Diaz and Sons,Manufacturing,US,155,46116.12,2021-07-28,false
8b8f33b4-f3cd-5836-3265-f36c3b263c7f,Murphy Inc,Software,PL,268,62946.88,2025-02-19,false
5271fba3-4b5d-2c3d-87b9-eb0786a73cf4,"Bowman, Martinez and Williams",Software,ES,35,110447.58,2022-09-09,false
23f846d7-b3c1-4f73-5d71-8f2d457c9213,"Wise, Bridges and Johnson",Retail,US,32,149250.03,2023-05-16,false
140f7f9d-fd4d-cb72-ea8b-0189d434d7c7,Shelton-Bond,Healthcare,ES,11,28675.33,2025-03-21,false
f267bf59-7039-9f64-2a9f-92f72c4cafff,Perkins-Johnson,Finance,DE,191,243790.10,2023-03-17,false
fdc2d01b-ac79-0979-20e2-eaa18c359545,Downs Group,Software,NL,34,115027.39,2022-11-22,false
21937007-aca8-2599-e3e5-141ec889acc9,Willis LLC,Manufacturing,IT,366,44530.03,2025-04-07,false
da61df22-f7f6-0a06-2295-f149bab05886,Martin-Garcia,Energy,PL,183,273678.63,2026-03-23,false
8e539386-65a2-cd1e-7777-790d070d03b1,"Cooke, Martinez and Martinez",Finance,UA,41,80016.10,2023-07-01,false
3b4112a3-df41-0eee-5639-542ea9cc1255,"Hall, Gilmore and Krueger",Manufacturing,US,325,5189.32,2021-10-31,false
5f562734-b198-f89d-adb3-45e6b57593a6,Willis and Sons,Finance,ES,37,357453.58,2026-01-12,false
5999747b-3e55-5cb1-b2e9-f286e1e4f760,Bryan LLC,Manufacturing,DE,168,78502.48,2022-07-19,false
d05d16d0-ebec-f248-9c10-79a5168e9f4e,Perez Inc,Education,US,221,92563.31,2022-03-16,true
73d44107-5d95-ebd5-8bf5-c30bc91a412b,Thompson and Sons,Finance,IT,241,13490.45,2025-05-24,true
e6808011-2095-2872-60ce-30b7248084b1,Taylor and Sons,Healthcare,FI,193,28353.09,2023-03-15,false
83bae901-843c-528b-2fbf-3fa148ebccde,Greene-Forbes,Manufacturing,NL,35,56597.67,2022-08-07,false
c75405a6-982c-ea18-2b45-55b52dae4d6d,"Shaffer, Craig and Day",Retail,SE,74,4250.10,2023-12-31,false
1b7da7be-6779-3369-f552-cb03a3ca1944,Leonard Ltd,Finance,GB,102,119608.88,2022-06-01,false
17d7b0c0-b0ea-84bf-673a-d6ffd8787ea6,Pierce-Anderson,Software,IT,168,94945.12,2022-04-05,false
f6c9b78f-d6b5-3562-fd82-e7c6939e119d,Herrera Inc,Education,ES,34,6234.46,2023-06-14,false
f564553c-935d-40c8-f6d9-9ac851a143f4,Faulkner-Marks,Retail,UA,61,5670.52,2022-11-28,true
216baaad-a854-d5e2-ae9d-993db16396f5,Evans-Shepherd,Finance,SE,168,171872.70,2021-08-22,false
e95f3f28-718c-f8e8-a589-39a83377057b,"Bennett, Sanchez and Snyder",Logistics,DE,80,186901.96,2022-12-29,false
5cffb008-2477-d85d-500d-399bad2232a9,Chavez Ltd,Healthcare,US,190,22287.21,2024-11-06,false
5c662046-d830-78e2-5484-f460bc53d286,"Abbott, Espinoza and Myers",Retail,PL,122,50822.20,2024-02-05,false
ab8245d5-78ab-ab57-8c4c-812b8191edbb,Jimenez-Anderson,Finance,DE,180,77699.13,2022-11-16,false
5e23f3ee-a311-1705-d61b-ef41ab9860ca,White-Wagner,Manufacturing,FR,61,58630.06,2025-11-20,false
e1ebe169-b079-cbd4-caf1-b802ca78bfec,"Castaneda, Miles and Jones",Energy,PL,298,39650.67,2023-06-22,false
b858a921-17dd-e56d-cc4b-01024e2398fa,Chen-Rios,Education,FI,142,210384.62,2024-10-17,false
7b404687-c9bb-2830-1883-e0b2c40c994b,"Thompson, Jones and Myers",Finance,NL,41,273888.54,2023-02-17,false
fbcab478-7c6b-8b94-76d3-291e2cfb79f4,Durham Group,Software,UA,48,23181.79,2021-07-28,false
c0024883-ed95-6a9f-1459-c3ec76fb20da,Holloway PLC,Healthcare,IT,95,73191.93,2022-01-03,false
ecccb88a-ae3e-d807-b3eb-cc2a3ed5497b,"Padilla, Gray and Mcgrath",Healthcare,ES,4,115067.67,2024-02-16,false
b96b8922-ea89-5172-fd97-fe0181517c68,Malone and Sons,Education,PL,19,36662.83,2022-11-09,false
2e67b7b6-f744-a57d-bf76-5af2a59d290e,Morris Inc,Software,NO,11,50390.16,2025-05-20,false
2f049349-b322-32f2-7997-55fdc95c97aa,Peters and Sons,Healthcare,ES,53,14128.35,2021-12-04,false
548cdeff-43b0-4b92-092d-3735d49d1a07,Christian Group,Retail,UA,598,138050.29,2022-05-16,false
