y,x,group
7,1.2034506628591348,B
2,1.8872641126179168,A
7,1.1419904270323358,A
0,-1.0159180204289777,C
1,1.074607917928988,A
0,0.0626727650250903,C
0,0.28298230646260186,C
5,-0.9139484919363723,A
0,-1.0628477433899897,A
0,-0.726529013767593,A
2,-0.11888735394929587,B
0,0.1613379721501037,B
1,0.6426686201025886,B
1,-0.6741250260856008,B
1,1.2750962730762776,C
0,-1.4024028554684322,A
0,0.4441279635312753,C
3,0.1371625920785652,B
1,-0.1321340282440813,B
0,0.4445203543616231,C
0,1.3856220159816008,C
3,-0.22733934326815958,B
0,-0.11653065668358667,C
1,-0.771722324698527,C
0,1.241868649048422,C
4,0.6136869732871896,B
0,0.6833871863729529,C
0,-0.14322366603517617,B
2,1.6828089868368037,A
0,0.007340301554571959,C
1,-0.7808952180989127,A
5,-2.3773065390528574,C
5,0.5662491139142622,B
4,0.12832734800561044,B
3,0.07869813271453632,A
9,-0.2759118268156996,A
2,0.22327417332859376,B
0,-0.44080594868026424,C
1,1.5778612468168032,C
3,0.3910114902849467,B
0,-1.8840587282279115,A
0,0.24305363044209718,C
0,0.06559833247777945,C
0,-2.2856004084399517,B
9,-0.057148700010822805,B
0,-0.8874673968768344,B
1,-0.16417333946774432,C
0,-0.19891241384120428,A
0,0.07237641343506221,A
3,0.6535589542038335,B
0,-0.8583334105604529,C
1,-1.8393633250950623,C
4,-2.5599935492338566,B
0,0.8984445784806021,B
0,0.5138392339916541,C
0,1.4511633132260864,A
2,0.20576003582848515,B
0,0.12389842774638027,A
1,0.1438890306584617,C
2,1.4533542741479872,A
0,2.212823746927051,A
2,0.2419794790136615,C
2,-0.1230798536083977,A
0,-0.6479452334323185,C
0,-1.907825599954892,C
2,1.5790565161367964,A
1,-0.34031515132035617,B
0,1.7763894860643519,A
2,1.4853159292098324,B
2,1.48522701596198,C
2,0.6516481381385145,C
7,0.3407996636628131,C
1,-0.1885867556581878,C
0,0.27034344714586855,B
0,0.29083302597851385,A
0,0.17906494465467462,A
0,0.21876224769393096,C
0,0.717913843281129,B
0,-1.8092089187424765,C
0,-0.09113467869312235,A
0,-1.2831322123402635,C
4,0.2915275137084434,C
0,0.5508791139113673,A
0,0.7711031589444528,A
0,-1.5631507862940222,C
3,0.8393786993882756,B
0,-0.30763513515048074,C
2,0.21809872023853738,B
1,-0.6529379198585927,A
0,1.078067712940415,B
3,-0.5305500430521335,C
0,-0.10444410471715596,B
1,-2.150662242045071,B
0,-0.5736875205462034,B
0,0.2766579455729801,B
0,1.026446671188027,C
1,-0.4458643387227583,B
1,-0.21253947956450697,C
0,-1.1073179392695873,B
2,0.8096032914573149,C
0,2.470085822940114,C
2,1.1757189771947112,C
2,-0.7076694476066641,C
0,-0.48835656172078307,C
3,0.3393152913647911,A
2,0.03458252870356157,B
1,0.7446546828452167,B
0,-0.745520399232092,A
3,0.07295820313807203,B
0,-0.8155665777027941,C
0,0.3112665715535969,A
3,0.5914154200735902,B
0,-0.7504929475919927,C
0,-1.5959491386341798,A
0,-0.0002628773968920066,B
1,-0.24666251886624532,C
1,0.276701492516487,B
1,0.8116505872325233,B
3,-0.7358254668880777,B
1,1.3039671108063624,B
0,1.3220437927553579,C
2,-0.2886853521927177,B
1,-1.2504565493977138,B
0,-0.06985461871309517,C
4,-0.36588541956114307,B
0,0.8363815251306483,B
2,0.23352479076889116,A
8,0.9412356021279016,A
0,-0.09848633560778604,A
5,0.2279958744850367,B
0,-0.7308623993527747,A
6,-1.3935857196567767,B
11,1.4028152876282909,C
8,0.1791245022419607,A
0,-1.3291273907906396,C
0,-0.5687369748881647,A
2,0.4468376286813983,C
1,-0.35623762931000014,B
0,0.4495712190521227,A
2,0.14321977852559456,C
5,0.9670465754361598,C
1,0.17662578786017766,C
1,1.5704096710594126,B
0,-0.4493335217598168,B
2,1.0963771226542336,A
2,0.05358665405346199,A
0,-0.040486972909001606,A
0,0.25697906261152215,B
2,-1.2732329188389364,B
0,0.8161088555390866,B
1,-0.899102250552188,B
2,-0.25985838837550845,C
0,-0.15016159021774408,C
6,1.0865686827126682,C
0,0.4966630558024617,C
1,1.570168057176762,C
0,1.4788047329756866,C
0,-0.9198221980073534,B
9,-0.5505546597805159,C
0,-0.9861962461585797,C
3,0.6278640514274051,B
1,-1.3081683933723436,A
2,-1.5506825910749515,A
0,-1.6493826017771442,A
6,0.014763147944697701,B
2,-0.24968511321601414,A
0,0.6384638751067484,B
3,-0.23360381421532284,A
0,-0.5552204699458335,B
15,0.45597373461744045,B
1,-0.033066603009416724,C
3,-0.5704221768759478,B
1,1.307533696104925,C
1,-1.2234269059341372,C
0,0.3475984697746647,B
1,0.40806104179552355,C
2,0.7738735536831465,C
7,0.34767615771649146,B
1,-0.286660988285015,A
10,1.5537108603688756,A
0,-0.6474905970408439,A
3,-0.3546916632131963,B
1,0.055861268876284606,C
3,0.02676361491673033,A
1,0.27017234655426464,C
0,0.520936470181605,B
11,0.811372930202641,A
1,0.18983222293940405,A
0,0.2867689951441124,C
0,-0.9379819039405506,C
4,0.5629344050120005,B
2,0.48817106057521337,B
0,0.6319220877113686,C
5,-0.22703693126079866,C
0,-1.9020081453985493,A
2,2.4580842665078504,B
1,0.28708177542898833,A
0,0.5743902673567519,A
0,-2.3760531735572075,B
2,1.2538120365379095,B
3,-0.5683422159816638,C
1,-0.15729625713546366,C
2,-0.8391632989764396,B
3,0.6821596545321358,C
0,-0.6781141115328893,C
2,1.308046617054596,B
0,0.7462697449900167,A
0,1.1424287107583089,B
0,-1.921247124512177,C
2,0.634700883275338,A
0,-0.9511580172136828,B
0,-2.437361320356332,B
4,0.6980464596732243,A
1,0.48416409408920263,A
2,-0.13118525325201366,A
1,-0.14397542569374086,B
1,-0.959368735203484,C
1,0.7978064757302824,A
0,0.7605997135004201,A
11,0.5502890670482323,B
1,0.07228271597977214,B
0,-0.07635897933017147,A
0,1.1000325601123975,B
1,-1.1627605553272429,C
0,-0.6326022765524136,A
11,-0.49826381912472884,B
0,0.01592663599489013,C
0,0.12591976278723951,A
0,-1.7783600545094573,C
2,0.16259720021764557,A
0,-0.2012187575858536,C
1,-0.55505741429597,A
0,-0.08570249703190641,A
0,-0.10290977030832911,A
2,-0.899923040697392,A
3,-1.2935413838985796,B
2,1.5682687636745098,B
7,0.9807500058828084,B
3,1.1969138292083181,A
2,-1.5193498143811222,B
0,0.9285444255091627,B
1,-0.8609131471726277,A
3,0.49963707078362307,C
1,0.4328589838695825,C
0,0.3789162754191124,A
2,0.6829065579217729,C
0,0.42904574913604804,B
0,-1.4863005388061796,C
2,0.5488070217747777,B
0,0.5793347722071602,B
1,-0.27324216537878737,B
1,-0.9314391493797126,A
0,0.1190997518002468,A
0,-1.2003192341471922,C
0,-0.049863749106550406,B
0,0.4906793917720794,C
0,0.6851523894260604,A
1,1.1100485553389763,A
0,-0.3855996958446434,B
0,0.6228309707706753,C
0,-0.6992670756836601,B
2,1.451917358362332,C
2,0.6300088280499855,C
3,-0.9565905267070836,C
0,-1.030000364214322,C
1,-1.2658341975288239,A
0,-0.5875231082095239,C
1,0.30732921488545456,B
2,0.12254338457509786,C
3,0.6050364197305057,C
0,1.2617638172070489,B
0,1.830793280484658,C
2,0.4460807589855244,B
3,0.6731198891670522,A
0,-1.1268394125803296,A
0,-2.5266008768291495,A
1,0.39016598944988284,C
0,-1.0509176784996554,A
0,-0.3737157161030932,C
3,0.41547012015893126,C
0,0.9421224053830649,A
0,-1.649570782305996,B
0,1.676670205562942,B
4,0.027794465792975523,A
0,-0.39563990133306154,C
2,1.0459412084801503,A
1,0.9327083793497495,C
9,0.060226339795812316,C
0,0.5007438766831893,A
0,-0.8817618513581319,A
3,-0.08392224950252036,C
3,-0.009275035029956006,A
4,0.884174162292529,B
1,-0.4203183579290699,B
0,-0.38612945339306565,C
0,-2.3999537546095397,C
6,1.4187647738908071,A
6,-1.1267201813058263,A
0,-0.40512429415274137,A
2,0.5138525050293923,B
0,-0.07658993874139139,B
1,1.771525433614395,A
2,1.4458892372205407,A
0,-2.5616996989608647,C
1,0.0005044971988926267,C
2,-0.18370492771254168,B
0,-1.4248214496888583,B
0,-0.799079644545484,B
1,-0.5326232222046311,C
0,0.383076664718403,B
0,0.957643101434234,C
2,0.38924754138637274,A
1,0.6023123902948291,C
2,1.8515519479487914,C
0,-0.9413136910997126,C
1,-0.32588854452587374,A
0,-0.014238311023903015,B
3,0.03940456756910243,B
0,0.5174385720224672,B
1,0.41558885877433416,C
0,1.4629715613192382,A
1,-0.8640898327473674,B
5,0.4904530325044341,C
5,0.9487198111043574,B
0,-0.7549637390296657,C
1,1.1184733333349788,C
1,-0.7530396224079287,C
0,-0.30537125930899867,B
0,-0.638099566205795,C
0,0.5461017837361533,B
0,1.424311027903845,C
0,-0.6185710013272007,A
0,1.7219731283087527,A
1,-0.814602148215656,C
1,-0.22931842755427698,C
2,0.8312925709018577,C
3,0.19549297239528013,C
0,0.9462769673425853,C
1,-1.987963464795136,B
4,0.18587936047831066,B
0,-1.150038698504438,A
1,0.9079776996075339,A
1,-1.182587206723265,B
0,0.4469674233199909,A
0,-0.7123669817094707,B
0,1.2666196005669474,C
2,-1.1862480536017956,C
1,-0.883413582022758,B
3,-0.3461549275794381,A
4,0.1541728033379197,C
0,-0.8786117755929346,B
0,-1.1931371471181391,A
0,0.19633966904342295,A
0,0.0040274879868198304,B
2,-0.8639569889437922,A
7,0.09103296434167561,A
1,0.6410880433785588,B
1,-1.045190593337145,B
11,-1.3219811271491677,B
1,0.3902540846666899,B
3,0.2542488378433782,A
0,0.5106273950275195,B
6,-0.23385863792830738,B
3,0.014163345469503952,B
0,0.6637366211648047,A
1,-0.7501283396609795,C
0,0.5664875541222056,A
8,0.07547864985423547,B
0,0.28631665830259073,B
0,-0.35938181697570365,C
3,2.007228629239991,A
8,-0.20484040653098995,A
1,0.12365805965177441,A
2,-0.01642746201219629,B
0,-0.35991149658883587,A
0,-0.4951833870571224,C
0,0.09272230267658593,C
1,-1.5569158378282806,A
2,0.9337577842073497,A
7,1.8688896508328252,C
2,1.6731357049950641,A
2,0.707001131058898,A
0,1.0184502057846527,B
2,1.6246983595808229,B
0,1.9770664106117255,C
2,0.5290366794577844,A
0,0.24748840848289508,A
2,-1.7474551384505168,B
0,-0.042557595837126594,C
1,-0.23048252419589277,B
1,0.8609973383251396,C
1,-1.7257810299671292,C
8,1.798856668662247,C
1,-0.8353250687984439,B
3,1.830095326820555,C
0,0.40773247013536223,A
2,-0.6271950481278219,A
0,0.3255081054362434,B
0,0.3664703551357788,B
0,-0.8359212555090252,C
3,0.9303235670960764,B
2,-1.0738390316857203,B
0,0.3615575550477283,A
1,-0.24216589264646746,B
0,1.445540734988576,B
2,-0.4308274044132011,B
10,-0.11414330545898015,A
9,-0.046053846616329504,B
0,0.34992095099171805,A
3,0.03742938538766621,C
0,-0.6499516311901637,A
0,-0.3759125186390868,B
0,0.007307457210031866,A
2,-0.2902056701058083,B
10,1.4101342631600582,B
0,-1.1516254670666317,A
2,1.5506709656806712,A
2,-0.5919428886165622,A
0,0.9280452503381704,C
2,-0.08124048716538843,C
2,1.8189694370825584,A
8,1.1430981780087108,C
2,-1.6902856388716665,B
2,-0.5797592239148288,B
0,1.2145837663528478,A
0,0.24670562596941795,B
0,-0.11640889123514707,C
4,0.09893430936316165,C
0,0.1584742456075574,A
0,0.23627383682426034,A
1,0.33603415300642675,C
7,-0.30384675857251187,B
0,-0.1198132188589258,A
0,0.6268330630715927,C
0,-1.545975132942291,A
3,-1.6727354482378476,B
3,-1.1576336899284179,B
6,-0.23690415129398237,A
2,-0.26949978800909574,C
3,0.7174189204690765,B
3,-0.9236778832966853,A
1,1.3129803637405288,B
6,1.2438773565168602,B
0,1.8575430861845088,C
3,0.04427612690503326,A
0,0.5236180546986223,B
2,-1.464867798125724,B
2,0.9605204188398676,C
3,0.38429935011971106,B
1,0.2756824382620448,A
